id,future_price
012bf58a-0772-5525-82dc-6d4717073c75,0.185740928937493
0180690f-db32-5342-951e-bf7f592b86ec,7.25148967729841
01dc6f1d-8330-5b2b-9891-9f2c3c411c63,8.2990015659493
01dd6bc6-0e0d-5c3e-8d8a-78ef79fcd188,0
02817fe3-56e2-599e-b64e-a88dba74dfc6,1.78683145069803
03168464-1fed-5944-8de1-af25d58db4e1,0.253192528224939
0387f38d-0f4d-5db2-bc14-f610ee8fa292,0.232090557730573
03cf7174-cf3c-5112-9364-66a5c7ffa1ed,0.140356192125281
04a52b3b-f3e5-5d68-bc77-cb662afda6e2,0
05addc35-ec2b-5e86-a0d8-d0635b677485,1.72534706436037
05bbe334-fe8e-5a5e-bae7-4da89bb8dfb7,0.325774215575322
061f0027-e2fc-5e09-9282-b75f994df865,1.62799039426161
062e69e5-e1af-5c21-b004-6981a25c9255,0
07908e04-89ca-59d0-a4c7-929a0a5c8058,0.520622164319824
08aff9e6-ba4e-504f-a6ba-0be7a9b42690,0
0901a3a0-081c-53cb-b31c-92b1a7cc6847,7.14746620741657
095efd21-deeb-5c7f-9604-be40bc2cdd01,0.555140064580759
0a59f046-82c0-58ee-a6a4-bbac384677f1,8.78095940810017
0a7f0cd0-4ec5-52ca-aae9-5557319ba134,1.25551360938508
0f5a3105-3d98-555a-b9e6-e71dca1d5c06,0.133596353678185
0f72ea70-f2b1-56e0-a762-866e6b08ba76,2.19679732606163
1046b95d-ee12-5c7c-8080-b3dccfa5dde6,0.704928735219471
10bdb22c-a9e6-5ab5-b86d-d69183c02788,1.78680509109232
10c2f788-421a-53ea-978a-adf9006549b2,2.62728479461284
10c56807-c696-58ba-a466-bef32a9f26d1,1.37865574236787
112bf8ce-beee-5019-ad6f-a220d5066a58,1.34898540105012
116dfe38-17d8-5ee7-aa51-2a7a53064a37,0.198779515185547
11a73942-ecaa-5b9b-9472-1efe6780dcdd,2.53588476111994
129e7c2d-ea75-5d0c-bc3c-01ea92357db3,0.44843557539635
1327f2f0-e86d-5942-921a-4c009b1f3c91,0.0743884105985745
147b6db2-4bf4-50b1-8776-8d08b79eb9af,1.75819937298345
14d16081-2f0a-5610-943d-a91bec173b37,0
159240e5-e6bc-5836-9963-2a9fd17bc1b0,0.0184059240633611
17db3524-b814-554d-b0c7-85d18af66352,0.45465154907223
